Timestamp,ECG,Temp,BPM,SpO2,RR
2026-06-28T11:43:39.587222,18.42852113393442,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.598891,35.15763960726078,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.620516,-24.080524268144273,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.623984,7.036415625781192,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.658832,51.06214476641063,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.661901,-43.21378807745633,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.713926,-75.77820208817097,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.719537,-28.818376721014168,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.767803,44.15569686262667,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.775273,55.35629402701535,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.818106,54.2492379084092,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.821085,62.535217642053446,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.824153,21.938042357098745,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.884361,-16.669182219791974,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.887294,-21.625267840285748,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.918295,-11.306214487240986,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.921207,-36.880802152201134,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.958855,-32.8174976834688,28.75,130.8,93.4,22.6
2026-06-28T11:43:39.961759,-18.437690238243917,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.001287,-43.28537329070779,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.004637,-24.11839803970745,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.008178,0.7806658551652834,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.054339,-26.87065133917156,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.084334,-36.86307673640859,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.182336,-35.703533185150846,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.184968,-12.88653642451454,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.188028,-46.161224706673735,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.190366,12.511677499883863,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.232167,66.95465966187864,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.234714,-48.217179406179454,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.274350,-6.342141392413463,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.276645,1.634951306086772,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.279109,-5.939754125362523,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.322743,9.09292874605143,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.325667,-26.916457976573493,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.361990,-17.200040237509718,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.391083,-14.484618090421348,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.397299,34.778389976037936,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.399662,41.928322896430956,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.442389,101.84104949180826,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.444686,89.35517103118248,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.488185,2.89972931673473,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.490692,34.17845064448657,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.534871,9.765702697355259,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.537333,-8.829223931287508,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.589904,-7.572448737965745,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.592675,1.8515296109068426,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.595340,-8.152315087647901,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.632728,-23.34742012575103,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.635412,5.083802938698691,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.682058,3.4115273094462237,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.684482,-4.155897504024684,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.732044,-20.154110188524673,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.734987,-0.16522216324073202,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.779904,-0.8728801045320116,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.784409,19.466599397258225,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.787439,-38.70020978068355,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.829397,-57.68417953551832,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.832159,35.03207516603178,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.877965,-29.908888951575214,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.880859,-18.26663044022188,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.926166,25.34457214505417,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.929360,-1.0486368631851821,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.975394,29.324198885855157,28.75,130.8,93.4,22.6
2026-06-28T11:43:40.978936,8.884364837632447,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.023680,-23.960419520661468,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.026670,31.110552853680694,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.073630,38.77431866733321,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.076477,66.74110578243915,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.079724,54.690057982041665,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.124134,17.10075402010515,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.127688,27.697166418973577,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.172137,0.4610301526984344,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.175802,-4.66602682054495,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.218717,-46.344693046274045,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.221671,-8.271571278484764,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.267602,-3.673818336744882,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.270069,-35.29844715928984,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.316242,-19.72832010077694,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.366458,-18.274479968121398,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.369396,-16.4411948802256,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.372683,-10.45975927363395,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.376588,-52.69400709416318,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.420339,1.264784976976908,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.429852,92.54074968895894,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.466955,-53.33361297355943,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.469684,-31.752539387334153,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.515865,14.617969012221945,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.559798,-46.28916352926356,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.562304,-12.948581143451534,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.564678,-4.103275847147005,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.567347,-35.94418518969052,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.609683,-62.774734532294694,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.612043,4.0457988150383875,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.690151,48.747419448831515,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.692979,45.830001629992495,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.734034,49.71121529718662,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.789906,48.782220495426685,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.792474,12.853038498060787,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.795311,-13.046857982527996,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.803907,-2.1151278020666275,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.828656,-24.6277900417624,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.831442,-19.821923775733328,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.858814,-16.983846193038953,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.861840,9.7209675869756,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.900999,-1.3894446970485372,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.955546,-20.06688992584219,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.959977,35.02473092894011,28.75,130.8,93.4,22.6
2026-06-28T11:43:41.966954,-4.09628723431827,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.022346,-62.37008135035696,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.024869,-82.25711617354222,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.058147,-57.5098026637277,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.060863,-21.976099633087042,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.096068,-5.302032508589239,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.098230,-7.2823617807238605,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.100393,16.846661562958538,28.75,130.8,93.4,22.6
2026-06-28T11:43:42.144991,12.872729841672442,28.75,130.8,93.4,22.6
